Area,Crop,Year,Measurement,Unit,Value
United Kingdom,Oats,1557,Yield,kg/ha,798.159356
United Kingdom,Oats,1558,Yield,kg/ha,819.149997
United Kingdom,Oats,1559,Yield,kg/ha,987.268095
United Kingdom,Oats,1560,Yield,kg/ha,865.351919
United Kingdom,Oats,1561,Yield,kg/ha,1611.102143
United Kingdom,Oats,1562,Yield,kg/ha,363.434048
United Kingdom,Oats,1563,Yield,kg/ha,302.47596
United Kingdom,Oats,1564,Yield,kg/ha,1124.259837
United Kingdom,Oats,1565,Yield,kg/ha,495.26954
United Kingdom,Oats,1566,Yield,kg/ha,741.081482
United Kingdom,Oats,1567,Yield,kg/ha,1066.500983
United Kingdom,Oats,1568,Yield,kg/ha,771.39756
United Kingdom,Oats,1569,Yield,kg/ha,848.482774
United Kingdom,Oats,1570,Yield,kg/ha,722.486513
United Kingdom,Oats,1571,Yield,kg/ha,450.464307
United Kingdom,Oats,1572,Yield,kg/ha,418.055889
United Kingdom,Oats,1573,Yield,kg/ha,674.764794
United Kingdom,Oats,1574,Yield,kg/ha,700.291525
United Kingdom,Oats,1575,Yield,kg/ha,858.328962
United Kingdom,Oats,1576,Yield,kg/ha,465.389274
United Kingdom,Oats,1577,Yield,kg/ha,953.024449
United Kingdom,Oats,1578,Yield,kg/ha,817.856177
United Kingdom,Oats,1579,Yield,kg/ha,1051.794446
United Kingdom,Oats,1580,Yield,kg/ha,673.421741
United Kingdom,Oats,1581,Yield,kg/ha,1707.891669
United Kingdom,Oats,1582,Yield,kg/ha,395.697223
United Kingdom,Oats,1583,Yield,kg/ha,2157.607232
United Kingdom,Oats,1584,Yield,kg/ha,979.376331
United Kingdom,Oats,1585,Yield,kg/ha,964.785909
United Kingdom,Oats,1586,Yield,kg/ha,948.603616
United Kingdom,Oats,1587,Yield,kg/ha,626.056597
United Kingdom,Oats,1588,Yield,kg/ha,1033.039158
United Kingdom,Oats,1589,Yield,kg/ha,508.666133
United Kingdom,Oats,1590,Yield,kg/ha,1055.051411
United Kingdom,Oats,1591,Yield,kg/ha,764.335044
United Kingdom,Oats,1592,Yield,kg/ha,397.325706
United Kingdom,Oats,1593,Yield,kg/ha,898.090176
United Kingdom,Oats,1594,Yield,kg/ha,841.101087
United Kingdom,Oats,1595,Yield,kg/ha,433.703416
United Kingdom,Oats,1596,Yield,kg/ha,472.482184
United Kingdom,Oats,1597,Yield,kg/ha,290.350543
United Kingdom,Oats,1598,Yield,kg/ha,527.577049
United Kingdom,Oats,1599,Yield,kg/ha,921.565574
United Kingdom,Oats,1600,Yield,kg/ha,747.930095
United Kingdom,Oats,1601,Yield,kg/ha,744.135863
United Kingdom,Oats,1602,Yield,kg/ha,832.579708
United Kingdom,Oats,1603,Yield,kg/ha,1387.543696
United Kingdom,Oats,1604,Yield,kg/ha,913.740231
United Kingdom,Oats,1605,Yield,kg/ha,907.216859
United Kingdom,Oats,1606,Yield,kg/ha,648.026494
United Kingdom,Oats,1607,Yield,kg/ha,965.035339
United Kingdom,Oats,1608,Yield,kg/ha,1201.323084
United Kingdom,Oats,1609,Yield,kg/ha,874.284766
United Kingdom,Oats,1610,Yield,kg/ha,1715.663995
United Kingdom,Oats,1611,Yield,kg/ha,721.941661
United Kingdom,Oats,1612,Yield,kg/ha,707.562886
United Kingdom,Oats,1613,Yield,kg/ha,895.024829
United Kingdom,Oats,1614,Yield,kg/ha,1017.592682
United Kingdom,Oats,1615,Yield,kg/ha,934.197551
United Kingdom,Oats,1616,Yield,kg/ha,582.127613
United Kingdom,Oats,1617,Yield,kg/ha,1083.71251
United Kingdom,Oats,1618,Yield,kg/ha,1277.365617
United Kingdom,Oats,1619,Yield,kg/ha,1116.35211
United Kingdom,Oats,1620,Yield,kg/ha,1144.4871
United Kingdom,Oats,1621,Yield,kg/ha,2091.788285
United Kingdom,Oats,1622,Yield,kg/ha,1228.952903
United Kingdom,Oats,1623,Yield,kg/ha,1240.306528
United Kingdom,Oats,1624,Yield,kg/ha,1246.322849
United Kingdom,Oats,1625,Yield,kg/ha,1672.913032
United Kingdom,Oats,1626,Yield,kg/ha,1295.498278
United Kingdom,Oats,1627,Yield,kg/ha,2229.094888
United Kingdom,Oats,1628,Yield,kg/ha,1324.826022
United Kingdom,Oats,1629,Yield,kg/ha,973.519412
United Kingdom,Oats,1630,Yield,kg/ha,967.68345
United Kingdom,Oats,1631,Yield,kg/ha,960.672119
United Kingdom,Oats,1632,Yield,kg/ha,836.344989
United Kingdom,Oats,1633,Yield,kg/ha,1507.497783
United Kingdom,Oats,1634,Yield,kg/ha,1086.185868
United Kingdom,Oats,1635,Yield,kg/ha,992.75465
United Kingdom,Oats,1636,Yield,kg/ha,595.242809
United Kingdom,Oats,1637,Yield,kg/ha,803.161267
United Kingdom,Oats,1638,Yield,kg/ha,781.988791
United Kingdom,Oats,1639,Yield,kg/ha,1335.89957
United Kingdom,Oats,1640,Yield,kg/ha,1151.005578
United Kingdom,Oats,1641,Yield,kg/ha,813.476955
United Kingdom,Oats,1642,Yield,kg/ha,1070.221652
United Kingdom,Oats,1643,Yield,kg/ha,1117.666776
United Kingdom,Oats,1644,Yield,kg/ha,426.097555
United Kingdom,Oats,1645,Yield,kg/ha,1209.676824
United Kingdom,Oats,1646,Yield,kg/ha,970.37023
United Kingdom,Oats,1647,Yield,kg/ha,522.987429
United Kingdom,Oats,1648,Yield,kg/ha,931.855838
United Kingdom,Oats,1649,Yield,kg/ha,994.793804
United Kingdom,Oats,1650,Yield,kg/ha,1093.66217
United Kingdom,Oats,1651,Yield,kg/ha,330.804248
United Kingdom,Oats,1652,Yield,kg/ha,459.201796
United Kingdom,Oats,1653,Yield,kg/ha,844.37736
United Kingdom,Oats,1654,Yield,kg/ha,1007.204693
United Kingdom,Oats,1655,Yield,kg/ha,1248.20296
United Kingdom,Oats,1656,Yield,kg/ha,1097.044742
United Kingdom,Oats,1657,Yield,kg/ha,898.632281
United Kingdom,Oats,1658,Yield,kg/ha,646.344378
United Kingdom,Oats,1659,Yield,kg/ha,468.639106
United Kingdom,Oats,1660,Yield,kg/ha,833.911351
United Kingdom,Oats,1661,Yield,kg/ha,805.026931
United Kingdom,Oats,1662,Yield,kg/ha,751.586688
United Kingdom,Oats,1663,Yield,kg/ha,769.702451
United Kingdom,Oats,1664,Yield,kg/ha,774.308169
United Kingdom,Oats,1665,Yield,kg/ha,665.523733
United Kingdom,Oats,1666,Yield,kg/ha,1277.447661
United Kingdom,Oats,1667,Yield,kg/ha,969.443389
United Kingdom,Oats,1668,Yield,kg/ha,897.299243
United Kingdom,Oats,1669,Yield,kg/ha,528.335527
United Kingdom,Oats,1670,Yield,kg/ha,709.875027
United Kingdom,Oats,1671,Yield,kg/ha,782.089333
United Kingdom,Oats,1672,Yield,kg/ha,1008.984385
United Kingdom,Oats,1673,Yield,kg/ha,651.096589
United Kingdom,Oats,1674,Yield,kg/ha,405.353328
United Kingdom,Oats,1675,Yield,kg/ha,1079.558826
United Kingdom,Oats,1676,Yield,kg/ha,834.491231
United Kingdom,Oats,1677,Yield,kg/ha,923.706233
United Kingdom,Oats,1678,Yield,kg/ha,776.392936
United Kingdom,Oats,1679,Yield,kg/ha,948.172518
United Kingdom,Oats,1680,Yield,kg/ha,1238.398098
United Kingdom,Oats,1681,Yield,kg/ha,669.180451
United Kingdom,Oats,1682,Yield,kg/ha,363.322965
United Kingdom,Oats,1683,Yield,kg/ha,1028.695056
United Kingdom,Oats,1684,Yield,kg/ha,621.070646
United Kingdom,Oats,1685,Yield,kg/ha,524.201506
United Kingdom,Oats,1686,Yield,kg/ha,804.559858
United Kingdom,Oats,1687,Yield,kg/ha,861.692681
United Kingdom,Oats,1688,Yield,kg/ha,522.320986
United Kingdom,Oats,1689,Yield,kg/ha,735.653621
United Kingdom,Oats,1690,Yield,kg/ha,318.28472
United Kingdom,Oats,1691,Yield,kg/ha,1189.145433
United Kingdom,Oats,1692,Yield,kg/ha,694.040281
United Kingdom,Oats,1693,Yield,kg/ha,1238.678163
United Kingdom,Oats,1694,Yield,kg/ha,972.276993
United Kingdom,Oats,1695,Yield,kg/ha,516.611198
United Kingdom,Oats,1696,Yield,kg/ha,845.146505
United Kingdom,Oats,1697,Yield,kg/ha,638.283359
United Kingdom,Oats,1698,Yield,kg/ha,640.688924
United Kingdom,Oats,1699,Yield,kg/ha,494.52816
United Kingdom,Oats,1700,Yield,kg/ha,579.148984
United Kingdom,Oats,1701,Yield,kg/ha,489.105004
United Kingdom,Oats,1702,Yield,kg/ha,764.740465
United Kingdom,Oats,1703,Yield,kg/ha,705.747775
United Kingdom,Oats,1704,Yield,kg/ha,1265.597807
United Kingdom,Oats,1705,Yield,kg/ha,1006.557994
United Kingdom,Oats,1706,Yield,kg/ha,897.704369
United Kingdom,Oats,1707,Yield,kg/ha,780.486594
United Kingdom,Oats,1708,Yield,kg/ha,473.698856
United Kingdom,Oats,1709,Yield,kg/ha,569.710041
United Kingdom,Oats,1710,Yield,kg/ha,431.912413
United Kingdom,Oats,1711,Yield,kg/ha,956.161591
United Kingdom,Oats,1712,Yield,kg/ha,548.010314
United Kingdom,Oats,1713,Yield,kg/ha,1156.262489
United Kingdom,Oats,1714,Yield,kg/ha,1046.761109
United Kingdom,Oats,1715,Yield,kg/ha,801.95464
United Kingdom,Oats,1716,Yield,kg/ha,742.499562
United Kingdom,Oats,1717,Yield,kg/ha,1012.909014
United Kingdom,Oats,1718,Yield,kg/ha,627.367373
United Kingdom,Oats,1719,Yield,kg/ha,263.914007
United Kingdom,Oats,1720,Yield,kg/ha,1584.570382
United Kingdom,Oats,1721,Yield,kg/ha,1201.444528
United Kingdom,Oats,1722,Yield,kg/ha,696.967555
United Kingdom,Oats,1723,Yield,kg/ha,691.334317
United Kingdom,Oats,1724,Yield,kg/ha,1167.889331
United Kingdom,Oats,1725,Yield,kg/ha,1583.528473
United Kingdom,Oats,1726,Yield,kg/ha,1624.468184
United Kingdom,Oats,1727,Yield,kg/ha,1194.60736
United Kingdom,Oats,1728,Yield,kg/ha,1183.09437
United Kingdom,Oats,1729,Yield,kg/ha,1323.992098
United Kingdom,Oats,1730,Yield,kg/ha,1438.558664
United Kingdom,Oats,1731,Yield,kg/ha,484.588891
United Kingdom,Oats,1732,Yield,kg/ha,1042.565072
United Kingdom,Oats,1733,Yield,kg/ha,878.846932
United Kingdom,Oats,1734,Yield,kg/ha,1343.439254
United Kingdom,Oats,1735,Yield,kg/ha,1582.011312
United Kingdom,Oats,1736,Yield,kg/ha,1009.16367
United Kingdom,Oats,1737,Yield,kg/ha,1235.723496
United Kingdom,Oats,1738,Yield,kg/ha,684.516605
United Kingdom,Oats,1739,Yield,kg/ha,1252.814911
United Kingdom,Oats,1740,Yield,kg/ha,1491.627353
United Kingdom,Oats,1741,Yield,kg/ha,1155.178538
United Kingdom,Oats,1742,Yield,kg/ha,724.656743
United Kingdom,Oats,1743,Yield,kg/ha,1672.636288
United Kingdom,Oats,1744,Yield,kg/ha,1429.886735
United Kingdom,Oats,1745,Yield,kg/ha,1923.184793
United Kingdom,Oats,1746,Yield,kg/ha,1944.832386
United Kingdom,Oats,1747,Yield,kg/ha,1159.191515
United Kingdom,Oats,1748,Yield,kg/ha,1867.461788
United Kingdom,Oats,1749,Yield,kg/ha,1647.428334
United Kingdom,Oats,1750,Yield,kg/ha,826.374609
United Kingdom,Oats,1751,Yield,kg/ha,1503.328601
United Kingdom,Oats,1752,Yield,kg/ha,1940.258599
United Kingdom,Oats,1753,Yield,kg/ha,1490.673483
United Kingdom,Oats,1754,Yield,kg/ha,1861.654141
United Kingdom,Oats,1755,Yield,kg/ha,1371.918169
United Kingdom,Oats,1756,Yield,kg/ha,1367.391587
United Kingdom,Oats,1757,Yield,kg/ha,2000.393194
United Kingdom,Oats,1758,Yield,kg/ha,2498.751008
United Kingdom,Oats,1759,Yield,kg/ha,1433.799343
United Kingdom,Oats,1760,Yield,kg/ha,2264.387735
United Kingdom,Oats,1761,Yield,kg/ha,1921.826996
United Kingdom,Oats,1762,Yield,kg/ha,1012.355345
United Kingdom,Oats,1763,Yield,kg/ha,1013.250714
United Kingdom,Oats,1764,Yield,kg/ha,1855.652999
United Kingdom,Oats,1765,Yield,kg/ha,1063.936879
United Kingdom,Oats,1766,Yield,kg/ha,1316.512186
United Kingdom,Oats,1767,Yield,kg/ha,1401.911406
United Kingdom,Oats,1768,Yield,kg/ha,1565.181287
United Kingdom,Oats,1769,Yield,kg/ha,1375.551901
United Kingdom,Oats,1770,Yield,kg/ha,1223.24989
United Kingdom,Oats,1771,Yield,kg/ha,1524.0906
United Kingdom,Oats,1772,Yield,kg/ha,1094.289713
United Kingdom,Oats,1773,Yield,kg/ha,1261.219055
United Kingdom,Oats,1774,Yield,kg/ha,1352.850271
United Kingdom,Oats,1775,Yield,kg/ha,1329.442304
United Kingdom,Oats,1776,Yield,kg/ha,2008.44804
United Kingdom,Oats,1777,Yield,kg/ha,1550.645696
United Kingdom,Oats,1778,Yield,kg/ha,1535.378217
United Kingdom,Oats,1779,Yield,kg/ha,2017.587536
United Kingdom,Oats,1780,Yield,kg/ha,2009.86191
United Kingdom,Oats,1781,Yield,kg/ha,1763.061961
United Kingdom,Oats,1782,Yield,kg/ha,1314.072281
United Kingdom,Oats,1783,Yield,kg/ha,1573.355328
United Kingdom,Oats,1784,Yield,kg/ha,1528.839071
United Kingdom,Oats,1785,Yield,kg/ha,1723.126994
United Kingdom,Oats,1786,Yield,kg/ha,1815.51182
United Kingdom,Oats,1787,Yield,kg/ha,1263.067417
United Kingdom,Oats,1788,Yield,kg/ha,1093.370936
United Kingdom,Oats,1789,Yield,kg/ha,1705.959405
United Kingdom,Oats,1790,Yield,kg/ha,1894.959189
United Kingdom,Oats,1791,Yield,kg/ha,1507.52469
United Kingdom,Oats,1792,Yield,kg/ha,2352.009253
United Kingdom,Oats,1793,Yield,kg/ha,819.963574
United Kingdom,Oats,1794,Yield,kg/ha,619.577626
United Kingdom,Oats,1795,Yield,kg/ha,2201.299697
United Kingdom,Oats,1796,Yield,kg/ha,3225.39596
United Kingdom,Oats,1797,Yield,kg/ha,1966.799397
United Kingdom,Oats,1798,Yield,kg/ha,2416.540641
United Kingdom,Oats,1799,Yield,kg/ha,1479.651196
United Kingdom,Oats,1800,Yield,kg/ha,1891.742923
United Kingdom,Oats,1801,Yield,kg/ha,2612.04856
United Kingdom,Oats,1802,Yield,kg/ha,2519.355884
United Kingdom,Oats,1803,Yield,kg/ha,1438.329377
United Kingdom,Oats,1804,Yield,kg/ha,1374.054933
United Kingdom,Oats,1805,Yield,kg/ha,1416.026436
United Kingdom,Oats,1806,Yield,kg/ha,1345.266924
United Kingdom,Oats,1807,Yield,kg/ha,1673.865017
United Kingdom,Oats,1808,Yield,kg/ha,1400.676002
United Kingdom,Oats,1809,Yield,kg/ha,1964.577042
United Kingdom,Oats,1810,Yield,kg/ha,2073.717316
United Kingdom,Oats,1811,Yield,kg/ha,1602.499404
United Kingdom,Oats,1812,Yield,kg/ha,1814.696634
United Kingdom,Oats,1813,Yield,kg/ha,1771.996715
United Kingdom,Oats,1814,Yield,kg/ha,1892.997934
United Kingdom,Oats,1815,Yield,kg/ha,1974.818794
United Kingdom,Oats,1816,Yield,kg/ha,1719.253051
United Kingdom,Oats,1817,Yield,kg/ha,1684.850741
United Kingdom,Oats,1818,Yield,kg/ha,1542.372137
United Kingdom,Oats,1819,Yield,kg/ha,2324.024307
United Kingdom,Oats,1820,Yield,kg/ha,2203.118797
United Kingdom,Oats,1821,Yield,kg/ha,1956.828463
United Kingdom,Oats,1822,Yield,kg/ha,1507.810265
United Kingdom,Oats,1823,Yield,kg/ha,2004.277438
United Kingdom,Oats,1824,Yield,kg/ha,1789.745341
United Kingdom,Oats,1825,Yield,kg/ha,1330.526513
United Kingdom,Oats,1826,Yield,kg/ha,1115.626678
United Kingdom,Oats,1827,Yield,kg/ha,1853.652006
United Kingdom,Oats,1828,Yield,kg/ha,1970.373528
United Kingdom,Oats,1829,Yield,kg/ha,2017.25773
United Kingdom,Oats,1830,Yield,kg/ha,2263.875639
United Kingdom,Oats,1831,Yield,kg/ha,2438.667354
United Kingdom,Oats,1832,Yield,kg/ha,2589.456294
United Kingdom,Oats,1833,Yield,kg/ha,2123.298239
United Kingdom,Oats,1834,Yield,kg/ha,1967.130913
United Kingdom,Oats,1835,Yield,kg/ha,2407.537988
United Kingdom,Oats,1836,Yield,kg/ha,2456.801525
United Kingdom,Oats,1837,Yield,kg/ha,2433.131296
United Kingdom,Oats,1838,Yield,kg/ha,2348.678739
United Kingdom,Oats,1839,Yield,kg/ha,2555.965572
United Kingdom,Oats,1840,Yield,kg/ha,3101.200129
United Kingdom,Oats,1841,Yield,kg/ha,2665.401385
United Kingdom,Oats,1842,Yield,kg/ha,2085.142006
United Kingdom,Oats,1843,Yield,kg/ha,2972.039012
United Kingdom,Oats,1844,Yield,kg/ha,2259.55056
United Kingdom,Oats,1845,Yield,kg/ha,2768.771688
United Kingdom,Oats,1846,Yield,kg/ha,2004.444884
United Kingdom,Oats,1847,Yield,kg/ha,1936.625576
United Kingdom,Oats,1848,Yield,kg/ha,1916.616217
United Kingdom,Oats,1849,Yield,kg/ha,2757.880133
United Kingdom,Oats,1850,Yield,kg/ha,2734.978728
United Kingdom,Oats,1851,Yield,kg/ha,2934.401239
United Kingdom,Oats,1852,Yield,kg/ha,2333.089854
United Kingdom,Oats,1853,Yield,kg/ha,1560.065221
United Kingdom,Oats,1854,Yield,kg/ha,2334.28721
United Kingdom,Oats,1855,Yield,kg/ha,2601.25674
United Kingdom,Oats,1856,Yield,kg/ha,2599.041105
United Kingdom,Oats,1857,Yield,kg/ha,1706.155011
United Kingdom,Oats,1858,Yield,kg/ha,2206.17915
United Kingdom,Oats,1859,Yield,kg/ha,2152.87366
United Kingdom,Oats,1860,Yield,kg/ha,1871.117611
United Kingdom,Oats,1861,Yield,kg/ha,2296.821098
United Kingdom,Oats,1862,Yield,kg/ha,2050.390357
United Kingdom,Oats,1863,Yield,kg/ha,2885.964021
United Kingdom,Oats,1864,Yield,kg/ha,2355.534555
United Kingdom,Oats,1865,Yield,kg/ha,2250.111728
United Kingdom,Oats,1866,Yield,kg/ha,2816.922539
United Kingdom,Oats,1867,Yield,kg/ha,2279.776517
United Kingdom,Oats,1868,Yield,kg/ha,1774.359509
United Kingdom,Oats,1869,Yield,kg/ha,2916.724812
United Kingdom,Oats,1870,Yield,kg/ha,2906.610793
United Kingdom,Oats,1885,Yield,kg/ha,1660
United Kingdom,Oats,1910,Yield,kg/ha,1710
United Kingdom,Oats,1930,Yield,kg/ha,1970
United Kingdom,Oats,1942,Yield,kg/ha,2160
United Kingdom,Oats,1961,Yield,kg/ha,2643.1
United Kingdom,Oats,1962,Yield,kg/ha,2880.9
United Kingdom,Oats,1963,Yield,kg/ha,2798.5
United Kingdom,Oats,1964,Yield,kg/ha,2961.5
United Kingdom,Oats,1965,Yield,kg/ha,3017.7
United Kingdom,Oats,1966,Yield,kg/ha,3057.8
United Kingdom,Oats,1967,Yield,kg/ha,3384.7
United Kingdom,Oats,1968,Yield,kg/ha,3218.7
United Kingdom,Oats,1969,Yield,kg/ha,3421.2
United Kingdom,Oats,1970,Yield,kg/ha,3234.7
United Kingdom,Oats,1971,Yield,kg/ha,3751.3
United Kingdom,Oats,1972,Yield,kg/ha,3962.9
United Kingdom,Oats,1973,Yield,kg/ha,3830.4
United Kingdom,Oats,1974,Yield,kg/ha,3745.1
United Kingdom,Oats,1975,Yield,kg/ha,3412
United Kingdom,Oats,1976,Yield,kg/ha,3251.1
United Kingdom,Oats,1977,Yield,kg/ha,4057.9
United Kingdom,Oats,1978,Yield,kg/ha,3910.5
United Kingdom,Oats,1979,Yield,kg/ha,3991.3
United Kingdom,Oats,1980,Yield,kg/ha,4064.2
United Kingdom,Oats,1981,Yield,kg/ha,4305.6
United Kingdom,Oats,1982,Yield,kg/ha,4457.4
United Kingdom,Oats,1983,Yield,kg/ha,4314.8
United Kingdom,Oats,1984,Yield,kg/ha,4877.4
United Kingdom,Oats,1985,Yield,kg/ha,4582.1
United Kingdom,Oats,1986,Yield,kg/ha,5185.6
United Kingdom,Oats,1987,Yield,kg/ha,4545.5
United Kingdom,Oats,1988,Yield,kg/ha,4566.7
United Kingdom,Oats,1989,Yield,kg/ha,4462.7
United Kingdom,Oats,1990,Yield,kg/ha,4971.9
United Kingdom,Oats,1991,Yield,kg/ha,5067.8
United Kingdom,Oats,1992,Yield,kg/ha,5008.3
United Kingdom,Oats,1993,Yield,kg/ha,5232.7
United Kingdom,Oats,1994,Yield,kg/ha,5486.2
United Kingdom,Oats,1995,Yield,kg/ha,5508.9
United Kingdom,Oats,1996,Yield,kg/ha,6145.8
United Kingdom,Oats,1997,Yield,kg/ha,5770
United Kingdom,Oats,1998,Yield,kg/ha,5979.6
United Kingdom,Oats,1999,Yield,kg/ha,5880.4
United Kingdom,Oats,2000,Yield,kg/ha,5871.6
United Kingdom,Oats,2001,Yield,kg/ha,5544.6
United Kingdom,Oats,2002,Yield,kg/ha,5976.2
United Kingdom,Oats,2003,Yield,kg/ha,6139.3
United Kingdom,Oats,2004,Yield,kg/ha,5805.6
United Kingdom,Oats,2005,Yield,kg/ha,5846.2
United Kingdom,Oats,2006,Yield,kg/ha,6016.5
United Kingdom,Oats,2007,Yield,kg/ha,5519.4
United Kingdom,Oats,2008,Yield,kg/ha,5803.3
United Kingdom,Oats,2009,Yield,kg/ha,5767.4
United Kingdom,Oats,2010,Yield,kg/ha,5524.2
United Kingdom,Oats,2011,Yield,kg/ha,5623.9
United Kingdom,Oats,2012,Yield,kg/ha,5139.3
United Kingdom,Oats,2013,Yield,kg/ha,5446.3
United Kingdom,Oats,2014,Yield,kg/ha,5985.4
